"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"11838","00000000000FABAF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11839","00000000000FA78D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11840","000000000014FD90","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11841","0000000000150164","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11842","0000000000153117","Turun ja Porin lääni","","Hyvin huono","Mies","Naimisissa"
"11843","000000000015105F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11844","00000000000FB456","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11845","00000000000FB2EE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11846","00000000001532C7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11847","00000000000FEFCC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11848","00000000000FAC9E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11849","00000000000FEFEC","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11850","00000000000FB923","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11851","00000000000FB004","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11852","0000000000122B28","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11853","00000000000FBA24","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11854","00000000000FED69","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11855","0000000000121635","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11856","00000000000FB5F7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11857","0000000000142E33","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11858","00000000000FBA5D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11859","00000000000FB1F3","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11860","00000000000FED66","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11861","00000000000FBAEA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11862","00000000000FBB6F","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11863","00000000000FBBA0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11864","00000000000FBF35","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11865","00000000000FC486","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11866","00000000000FED6D","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11867","00000000000FC4A9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11868","0000000000151069","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11869","00000000000FC511","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11870","00000000000F9472","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11871","00000000000FC54E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11872","00000000001521BD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11873","00000000001538FA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11874","00000000001503EA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11875","00000000000FB546","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11876","00000000001403ED","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11877","00000000001511D3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11878","00000000000FAD77","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11879","00000000001403F4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11880","00000000000FB243","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11881","00000000000FC177","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11882","00000000000FC5A9","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11883","00000000000FACDB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11884","00000000000FEFFC","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11885","00000000000FC5F2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11886","00000000000FC61F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11887","00000000000FC658","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11888","00000000000FC692","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11889","00000000000F9CCA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11890","00000000000FC6B9","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11891","00000000000FC7A9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11892","00000000000FC795","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11893","00000000000FAD3C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11894","00000000000FF133","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11895","00000000000FD0FB","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11896","00000000001518F2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11897","00000000000FC7F3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11898","000000000014FC09","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11899","00000000000FD140","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11900","00000000000FD163","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11901","00000000000FD1A8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11902","0000000000142CEC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11903","000000000015074C","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"11904","00000000000FD1FF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11905","00000000000FCA03","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11906","00000000000FCA4C","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11907","00000000000FCA8B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11908","0000000000142CF6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11909","00000000000FCAA8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11910","00000000000FD3B1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11911","000000000014438C","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11912","00000000000FCADD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11913","00000000000FCB1E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11914","00000000000FCB9D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11915","00000000000FCC9F","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11916","00000000000FD405","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11917","00000000000F8955","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11918","00000000000FCCFD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11919","00000000000FD637","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11920","00000000000FCD1D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11921","00000000000FCD46","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11922","000000000015077E","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"11923","00000000000FD65F","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11924","0000000000124A23","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11925","00000000000FD6A4","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11926","00000000000FD6F7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11927","00000000000FD74A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11928","00000000000FF00C","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11929","0000000000142D03","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11930","00000000000FF028","Turun ja Porin lääni","","Keskinkertainen","Mies","Naimisissa"
"11931","00000000000FD898","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11932","00000000000FD8F3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11933","00000000000F9CC5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11934","00000000000FD932","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11935","00000000000FCDB5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11936","00000000000FD960","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11937","0000000000142E3B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11938","0000000000111D30","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11939","00000000000FDA60","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11940","00000000000FAE3D","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11941","00000000000FDAE9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11942","00000000000FD59B","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11943","0000000000153061","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11944","00000000000F89A5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11945","00000000000F9AB3","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11946","00000000000F9B2F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11947","00000000000F9B5D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11948","00000000000FF187","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11949","00000000000F9B7E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11950","00000000000FED10","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11951","00000000000FED07","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11952","00000000000FED08","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11953","000000000011A7CD","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"11954","00000000000FA6BA","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"11955","00000000000FA6BC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11956","00000000000F9BDD","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11957","000000000014B707","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11958","00000000000F9C0E","Turun ja Porin lääni","","Keskinkertainen","Nainen","Naimisissa"
"11959","000000000014B702","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11960","00000000000FF01B","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11961","00000000000FDF46","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11962","00000000000FF13A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11963","00000000000FF144","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11964","000000000011A158","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"11965","00000000000FE1A4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11966","00000000000F8A84","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11967","00000000000FF03A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11968","00000000001330C2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11969","00000000000F9C22","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11970","00000000000FE2C3","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11971","0000000000142D71","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11972","0000000000142D80","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11973","000000000014FCF6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11974","00000000000F8B91","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11975","0000000000142D88","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11976","00000000000F8BDA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11977","00000000000FEEE5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11978","00000000000F8C27","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11979","00000000000F8C5B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11980","00000000000FEEE6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11981","00000000000FF051","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11982","00000000000FA655","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11983","00000000000FA373","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11984","0000000000142E43","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11985","00000000000F8CAE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11986","00000000000F9E9C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11987","00000000000F8D1B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11988","00000000000FDF9F","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11989","00000000000FAC5A","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11990","0000000000144AEB","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"11991","00000000000F970A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11992","00000000000FEEE4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11993","00000000000FA604","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11994","00000000000F9ED4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11995","00000000000FA5A1","Turun ja Porin lääni","","Ei tietoa","Mies","Eronnut"
"11996","00000000000F9709","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"11997","00000000000F9EDD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"11998","00000000000FF16A","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"11999","00000000000FA029","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12000","0000000000142D91","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12001","00000000000F9FB5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12002","00000000000FA013","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12003","00000000000FA411","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12004","00000000000FA2E8","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12005","00000000000FF05E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12006","00000000000FA135","Turun ja Porin lääni","","Keskinkertainen","Mies","Naimisissa"
"12007","0000000000142DCC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12008","00000000000FA141","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12009","00000000000F8FA7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12010","00000000000FF07D","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12011","00000000000FCF74","Turun ja Porin lääni","","Ei tietoa","Mies","Leski"
"12012","0000000000110B1D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12013","00000000000FF0A0","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12014","00000000000FA1AA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12015","00000000000FA265","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12016","00000000000F9CC2","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12017","00000000000FF0AB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12018","00000000000FF0BE","Turun ja Porin lääni","","Ei tietoa","Mies","Eronnut"
"12019","00000000000FCFC5","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12020","00000000000FCFC8","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12021","00000000000FE44C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12022","00000000000F9D5C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12023","00000000000FF0DA","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12024","00000000000F9F7E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12025","0000000000143B8B","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12026","0000000000142D0C","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12027","00000000000336F1","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12028","000000000009E976","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12029","00000000000512DB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12030","0000000000142D1B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12031","00000000000FE8B2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12032","000000000000E216","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12033","0000000000142D2A","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12034","0000000000142D32","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12035","0000000000127421","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12036","0000000000142D3E","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12037","0000000000142D4B","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12038","0000000000142D58","Turun ja Porin lääni","","Hyvä","Mies","Naimisissa"
"12039","000000000008B914","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12040","00000000000FE6B2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12041","00000001003E8A2F","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12042","000000000000E21A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12043","0000000100448BD4","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12044","00000000000DCFB5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12045","00000000000FE7CE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12046","00000000000932ED","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12047","00000000000324FF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12048","00000000000FA3B5","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12049","00000000000F9EE7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12050","00000000000FD0AC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12051","00000000000FE6ED","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12052","00000000000FE301","Turun ja Porin lääni","","Ei tietoa","Mies","Leski"
"12053","000000000010934F","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12054","0000000000040C2A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12055","00000000000FE865","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12056","00000001002BAAE8","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12057","00000001003DFA2C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12058","00000000000EBD6C","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12059","00000000000FE4E6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12060","0000000000152F2A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12061","0000000000142D6D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12062","0000000000127C32","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12063","00000001002BAAFD","Turun ja Porin lääni","","","Mies","Naimaton"
"12064","000000000014BD1C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12065","000000000000CE15","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12066","00000001003E8279","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12067","00000000000FDE29","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12068","00000000000F6725","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12069","000000000000E220","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12070","00000000000FF10A","Turun ja Porin lääni","","Huono","Mies","Naimisissa"
"12071","0000000000142D8C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12072","0000000000142D98","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12073","0000000000142DA0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12074","0000000000142DB2","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12075","0000000000142DC0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12076","00000000000FF0EE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12077","0000000000142E46","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12078","0000000000034949","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12079","00000000000FE8EB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12080","000000000008D652","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12081","00000001002BAB35","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12082","0000000000143B06","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12083","00000000000BF89C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12084","00000000000E9AE9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12085","000000000010FA26","Turun ja Porin lääni","","Hyvä","Mies","Naimisissa"
"12086","00000000000A3A15","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12087","00000000000E0544","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12088","00000000001338A5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12089","00000000000A500D","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12090","0000000100319398","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12091","00000000001147B5","Turun ja Porin lääni","","Ei tietoa","Mies","Leski"
"12092","00000000000EA03A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12093","00000000000B4DE9","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12094","0000000100319636","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12095","00000000000D0321","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"12096","000000000000CE16","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12097","0000000000113175","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12098","0000000000090B47","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12099","000000000007C0DF","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12100","000000000014D52A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12101","00000000000F0739","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12102","000000000011403F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12103","000000000000CE19","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12104","00000000000F656F","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimisissa"
"12105","0000000000035CDE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12106","00000000000A6997","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12107","000000000011508D","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12108","000000000003EBF0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12109","0000000000113F70","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12110","0000000000031FDB","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12111","0000000000057AB5","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12112","00000000000F610C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12113","0000000000035161","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12114","00000000000AF3CA","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12115","0000000000115748","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12116","0000000100646F16","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12117","000000010031AC29","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12118","0000000000079EE6","Turun ja Porin lääni","","Ei tietoa","Mies","Leski"
"12119","000000010063FEC3","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12120","000000000000CD99","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12121","000000000000CE1D","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12122","000000000000EC04","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12123","000000000003CF4C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12124","0000000000115465","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12125","000000000000CE54","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12126","000000000000CE55","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12127","000000000000CE1F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12128","000000000000CE56","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12129","0000000100642780","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12130","000000000000CE20","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12131","00000000000316F5","Turun ja Porin lääni","","Ei tietoa","Nainen","Naimaton"
"12132","000000000000EF3B","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12133","00000000000A99B0","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12134","0000000000111B17","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12135","00000000000A9999","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12136","00000000000A99DD","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12137","00000000000A98FF","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12138","00000000000A9A1F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12139","00000000000A996C","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12140","00000000000A99EC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12141","00000000000A9945","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12142","000000000005DEE5","Turun ja Porin lääni","","Muu","Mies","Leski"
"12143","00000000000A9907","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12144","00000000000DB39D","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12145","00000000000A99CC","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12146","0000000000080BE6","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12147","00000000000A9A33","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12148","00000000000A9A1A","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12149","00000000000A98A5","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"12150","00000000000A99E7","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"12151","0000000000145CD4","Turun ja Porin lääni","","Muu","Mies","Naimisissa"
"12152","00000000000A99AE","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
