"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"23830","00000000001167ED","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23831","0000000000144221","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23832","000000000007D6C9","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23833","000000000009C9C2","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23834","00000000000F3AFF","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23835","00000000000C7B13","Kuopion lääni","","Huono","Mies","Naimaton"
"23836","00000000000B8699","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23837","0000000000087A0D","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23838","0000000000148B9E","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23839","0000000000116936","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23840","00000000000760DE","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23841","0000000000097193","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23842","00000000000E6DA0","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23843","00000000000F409D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23844","0000000000115EF9","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23845","000000000000D298","Oulun lääni","","","Mies","Naimaton"
"23846","000000000014DE3A","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23847","00000001002C3B82","Oulun lääni","","","Mies","Naimaton"
"23848","00000000000E9A59","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23849","00000000000C1B1B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23850","0000000000155773","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23851","0000000000099C21","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23852","000000000014DBAC","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23853","00000000000EC398","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23854","0000000000038D31","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23855","00000001002C3B9B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23856","0000000000154F36","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23857","00000000000E59AA","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23858","00000000000F1AFA","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23859","000000000009759B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23860","00000000000E9DCC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23861","00000000000B8392","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23862","00000001002C3BB0","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23863","0000000000035CB8","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23864","00000000000FA316","Oulun lääni","","Huono","Mies","Naimisissa"
"23865","00000000000FA29C","Oulun lääni","","Muu","Mies","Naimisissa"
"23866","00000000001259F2","Oulun lääni","","Huono","Mies","Naimisissa"
"23867","00000000000B16C1","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23868","00000000000EA20A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23869","00000000000FA463","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23870","0000000000113F63","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23871","00000000000DFB90","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23872","00000000000FA0E5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23873","00000000000AE2AA","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23874","00000000000FA460","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23875","00000000000DE9ED","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23876","00000000000FA44B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23877","000000000010EFEA","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23878","00000000000A82EC","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23879","00000000000DED7C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23880","000000000010E07D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23881","00000000000B8586","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23882","000000000011BF39","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23883","000000000000D281","Oulun lääni","","Muu","Mies","Naimisissa"
"23884","00000000000EEA02","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23885","000000000011B337","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23886","00000001002C3BFB","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23887","00000000000CA5AA","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23888","00000000000FA389","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23889","00000001002C3C04","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23890","00000000000E0FA5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23891","00000000000EAE31","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23892","00000001005F5FBD","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23893","00000001002C3C10","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23894","00000001002C3C13","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23895","00000000000D673A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23896","00000000000BABCD","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23897","00000000000E98B7","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23898","000000000014D1A6","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23899","000000000000AE7C","Kuopion lääni","","Muu","Mies","Naimaton"
"23900","00000000000DA01F","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23901","00000000000C75DE","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23902","00000000000C7A79","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23903","00000000000549EE","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23904","00000000001385A0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23905","0000000000128C3D","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23906","00000000000E081C","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23907","000000000000D29B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23908","0000000000143EE9","Kuopion lääni","","Muu","Mies","Naimisissa"
"23909","00000000000E57E2","Kuopion lääni","","Muu","Mies","Naimisissa"
"23910","00000000000B7DBA","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23911","00000000000A33F8","Kuopion lääni","","Muu","Mies","Naimisissa"
"23912","00000000000E88BC","Kuopion lääni","","Muu","Mies","Naimisissa"
"23913","0000000000063025","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23914","00000000000EA3AB","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23915","0000000000062393","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23916","0000000000096D0E","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23917","0000000000032FDB","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23918","00000000000B0033","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23919","00000000000B01E1","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23920","000000000010E0DD","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23921","00000000000E8887","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23922","00000000000D6127","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23923","00000000000E486C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23924","00000000000BCDCE","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23925","00000000000D4B76","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23926","0000000000032FF1","Oulun lääni","","Ei tietoa","Mies","Leski/eron"
"23927","00000000000CCEB3","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23928","0000000000033003","Oulun lääni","","Ei tietoa","Mies","Leski/eron"
"23929","00000000000EEE8F","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23930","00000000000EA0D5","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23931","00000001002C3C86","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23932","000000000007CFDA","Kuopion lääni","","Ei tietoa","Mies","Leski"
"23933","000000000008100A","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23934","00000000000A6222","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23935","0000000000032FFF","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23936","00000000000B9283","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23937","0000000000032FF5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23938","00000000000B927F","Kuopion lääni","","Ei tietoa","Mies","Leski"
"23939","0000000000032FF7","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23940","00000000000B92A0","Kuopion lääni","","Muu","Mies","Naimisissa"
"23941","0000000000032FED","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23942","0000000000082464","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23943","0000000000032FEB","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23944","00000000000824AD","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23945","0000000000038DC8","Oulun lääni","","Ei tietoa","Mies","Leski/eron"
"23946","000000000014981C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23947","000000000004EBBA","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23948","0000000000151ABC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23949","0000000000089E70","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23950","000000000009DFE7","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23951","0000000000032FDE","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23952","0000000000032FD5","Oulun lääni","","Ei tietoa","Mies","Leski/eron"
"23953","000000000001ECC5","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23954","0000000000032FD0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23955","0000000000032FB4","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23956","0000000000032FB1","Oulun lääni","","Ei tietoa","Mies","Leski/eron"
"23957","000000000015505B","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23958","0000000000032FA7","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23959","00000000000D4A5A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23960","0000000000032F7F","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23961","0000000000032F76","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23962","0000000000032F78","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23963","000000000011BD43","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23964","0000000000149AFC","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23965","0000000000091B87","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23966","0000000000032F6C","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23967","00000000000400AB","Kuopion lääni","","Ei tietoa","Nainen","Naimaton"
"23968","0000000000032F69","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23969","0000000000032F67","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23970","0000000000032F65","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23971","0000000000032F63","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23972","0000000000032F61","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23973","0000000000032F5F","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23974","0000000000032F24","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23975","0000000000032FE7","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23976","0000000000128226","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23977","00000001002C3D14","Oulun lääni","","","Mies","Naimaton"
"23978","00000000000BC3F1","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23979","00000001002C3D1A","Oulun lääni","","","Mies","Naimaton"
"23980","00000000000D9AD6","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23981","00000000000AA6DC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23982","000000000014D5B0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23983","00000000001161F1","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23984","0000000000032F84","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23985","00000000000A5316","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23986","0000000000032FB6","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23987","000000000014912D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23988","0000000000032F20","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23989","00000000000A6B76","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23990","0000000000032F95","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23991","00000000000A6C36","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23992","0000000000032F8D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23993","000000000003300A","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23994","00000000000BA21B","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23995","0000000000032FD7","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23996","00000000000C0EE4","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23997","00000000000A9497","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23998","0000000000032FFD","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23999","00000000000BCDCF","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24000","0000000000032F18","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24001","00000000000AA8EB","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24002","00000000000A3C6E","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24003","00000000000ADCC4","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24004","0000000000129A26","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24005","0000000000132714","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24006","00000000000670EE","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24007","000000000011C8CC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24008","00000000000B9A15","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24009","000000000006E735","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24010","00000000001359E0","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24011","00000000000C5005","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24012","00000000000EB0EA","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24013","00000000000B92B0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24014","0000000000098B71","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24015","00000000000D1D3D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24016","00000000000E9DA2","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24017","00000000000B93BB","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24018","0000000100338109","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24019","00000000000DB65A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24020","000000010033828C","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24021","000000000000B87C","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24022","00000000000819FD","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24023","000000000011097F","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24024","000000000014D827","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24025","00000001002C3DA9","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24026","000000000014B403","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24027","000000000014BC19","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24028","000000000014C23D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24029","00000000000BAE15","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24030","000000000014716B","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24031","0000000000065CD0","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24032","0000000000128AD1","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24033","00000000000BAE42","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24034","00000000000BADE0","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24035","00000000001257A8","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24036","0000000000081659","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24037","00000001002C3DCE","Oulun lääni","","","Mies","Naimaton"
"24038","00000000000BAE31","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24039","000000010037EC62","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24040","00000000000BADF9","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24041","00000000000BADED","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24042","00000000000BAE6E","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24043","00000000000C8719","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24044","00000000000D857D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24045","00000000000BAE58","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24046","00000000000895FE","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24047","0000000000035969","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24048","00000000000BAE7B","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24049","000000000004EEB4","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24050","000000000014B55E","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24051","0000000000079E12","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24052","00000000000BF32D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24053","000000000001EBCE","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24054","000000000001DD68","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24055","000000000001BA46","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24056","0000000000139F90","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24057","00000001002C3E0D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24058","00000000000C5391","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24059","00000000000EA347","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24060","00000000000FA4D4","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24061","00000000000CECAE","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24062","00000001002C3E1D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24063","00000000000A6F12","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24064","00000001002C3E23","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24065","000000000007F99C","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24066","0000000000120779","Oulun lääni","","Muu","Mies","Naimisissa"
"24067","00000001002C3E2C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24068","00000000000CF6CC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24069","00000000000DADA8","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24070","000000000000D284","Oulun lääni","","Muu","Mies","Naimisissa"
"24071","00000000000E493D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24072","00000000000317C2","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24073","0000000000032649","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24074","00000001002C3E42","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24075","00000000000E2E85","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24076","0000000000036B24","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24077","000000000011F8B0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24078","00000000000C7C69","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24079","00000000000B5BB9","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24080","00000000000F46F8","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24081","000000000002C97C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24082","000000000011A8AB","Oulun lääni","","Ei tietoa","Nainen","Naimaton"
"24083","00000000000E9CC7","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24084","00000000000EA2CF","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24085","00000000000E6A9B","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24086","0000000000139719","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24087","000000000014C03A","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24088","00000000000E85A8","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24089","0000000000138AFD","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24090","000000000013856D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24091","00000000000EA464","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"24092","00000000000BC1FF","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24093","00000000000D724D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24094","0000000000090BC5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24095","00000000000DD42C","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24096","00000000000F0AF0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24097","00000001002C3E89","Kuopion lääni","","","Mies","Naimisissa"
"24098","00000000000E4468","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24099","00000000000CE849","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24100","00000000000BF0B3","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24101","00000000000ADD3F","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24102","00000000000B7796","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24103","00000000000C69DA","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24104","00000000000E9E11","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24105","00000000000EC0F6","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24106","00000000000B8DAF","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24107","00000000000CCECB","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24108","0000000000141D78","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24109","0000000000125F33","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24110","00000000000A9AC1","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24111","00000000000C3504","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24112","00000000000E8D95","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24113","0000000000034F0E","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24114","00000000000ED96A","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24115","00000000000C6D5D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24116","000000000003453C","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24117","00000000000361A6","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24118","00000000000F06AC","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24119","00000000000387EC","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"24120","00000000000ED631","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"24121","00000000000ED63C","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"24122","0000000000038803","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
